budget_id,budget_month,account_code,cost_centre_code,product_code,entity_code,region_code,budget_version,budget_currency,budget_amount,source_system,load_date
BUD26-017237,2026-11-01,6320,CC310,P003,ENT02,REG01,FY26 Approved,GBP,628.02,Planning System,2026-09-18
BUD26-017238,2026-11-01,6320,CC310,P003,ENT02,REG02,FY26 Approved,GBP,4521.78,Planning System,2026-09-18
BUD26-017239,2026-11-01,6320,CC310,P003,ENT02,REG03,FY26 Approved,GBP,628.02,Planning System,2026-09-18
BUD26-017240,2026-11-01,6320,CC310,P003,ENT02,REG04,FY26 Approved,GBP,502.42,Planning System,2026-09-18
BUD26-017241,2026-11-01,6320,CC310,P003,ENT03,REG01,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017242,2026-11-01,6320,CC310,P003,ENT03,REG02,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017243,2026-11-01,6320,CC310,P003,ENT03,REG03,FY26 Approved,GBP,3872.82,Planning System,2026-09-18
BUD26-017244,2026-11-01,6320,CC310,P003,ENT03,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017245,2026-11-01,6320,CC310,P003,ENT04,REG01,FY26 Approved,GBP,334.95,Planning System,2026-09-18
BUD26-017246,2026-11-01,6320,CC310,P003,ENT04,REG02,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017247,2026-11-01,6320,CC310,P003,ENT04,REG03,FY26 Approved,GBP,502.42,Planning System,2026-09-18
BUD26-017248,2026-11-01,6320,CC310,P003,ENT04,REG04,FY26 Approved,GBP,2930.78,Planning System,2026-09-18
BUD26-017249,2026-11-01,6330,CC310,P001,ENT01,REG01,FY26 Approved,GBP,11193.95,Planning System,2026-09-18
BUD26-017250,2026-11-01,6330,CC310,P001,ENT01,REG02,FY26 Approved,GBP,1918.96,Planning System,2026-09-18
BUD26-017251,2026-11-01,6330,CC310,P001,ENT01,REG03,FY26 Approved,GBP,1599.14,Planning System,2026-09-18
BUD26-017252,2026-11-01,6330,CC310,P001,ENT01,REG04,FY26 Approved,GBP,1279.31,Planning System,2026-09-18
BUD26-017253,2026-11-01,6330,CC310,P001,ENT02,REG01,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017254,2026-11-01,6330,CC310,P001,ENT02,REG02,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017255,2026-11-01,6330,CC310,P001,ENT02,REG03,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017256,2026-11-01,6330,CC310,P001,ENT02,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017257,2026-11-01,6330,CC310,P001,ENT03,REG01,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017258,2026-11-01,6330,CC310,P001,ENT03,REG02,FY26 Approved,GBP,436.13,Planning System,2026-09-18
BUD26-017259,2026-11-01,6330,CC310,P001,ENT03,REG03,FY26 Approved,GBP,3227.35,Planning System,2026-09-18
BUD26-017260,2026-11-01,6330,CC310,P001,ENT03,REG04,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017261,2026-11-01,6330,CC310,P001,ENT04,REG01,FY26 Approved,GBP,279.12,Planning System,2026-09-18
BUD26-017262,2026-11-01,6330,CC310,P001,ENT04,REG02,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017263,2026-11-01,6330,CC310,P001,ENT04,REG03,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017264,2026-11-01,6330,CC310,P001,ENT04,REG04,FY26 Approved,GBP,2442.32,Planning System,2026-09-18
BUD26-017265,2026-11-01,6330,CC320,P001,ENT01,REG01,FY26 Approved,GBP,11193.95,Planning System,2026-09-18
BUD26-017266,2026-11-01,6330,CC320,P001,ENT01,REG02,FY26 Approved,GBP,1918.96,Planning System,2026-09-18
BUD26-017267,2026-11-01,6330,CC320,P001,ENT01,REG03,FY26 Approved,GBP,1599.14,Planning System,2026-09-18
BUD26-017268,2026-11-01,6330,CC320,P001,ENT01,REG04,FY26 Approved,GBP,1279.31,Planning System,2026-09-18
BUD26-017269,2026-11-01,6330,CC320,P001,ENT02,REG01,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017270,2026-11-01,6330,CC320,P001,ENT02,REG02,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017271,2026-11-01,6330,CC320,P001,ENT02,REG03,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017272,2026-11-01,6330,CC320,P001,ENT02,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017273,2026-11-01,6330,CC320,P001,ENT03,REG01,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017274,2026-11-01,6330,CC320,P001,ENT03,REG02,FY26 Approved,GBP,436.13,Planning System,2026-09-18
BUD26-017275,2026-11-01,6330,CC320,P001,ENT03,REG03,FY26 Approved,GBP,3227.35,Planning System,2026-09-18
BUD26-017276,2026-11-01,6330,CC320,P001,ENT03,REG04,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017277,2026-11-01,6330,CC320,P001,ENT04,REG01,FY26 Approved,GBP,279.12,Planning System,2026-09-18
BUD26-017278,2026-11-01,6330,CC320,P001,ENT04,REG02,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017279,2026-11-01,6330,CC320,P001,ENT04,REG03,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017280,2026-11-01,6330,CC320,P001,ENT04,REG04,FY26 Approved,GBP,2442.32,Planning System,2026-09-18
BUD26-017281,2026-11-01,6330,CC310,P002,ENT01,REG01,FY26 Approved,GBP,11193.95,Planning System,2026-09-18
BUD26-017282,2026-11-01,6330,CC310,P002,ENT01,REG02,FY26 Approved,GBP,1918.96,Planning System,2026-09-18
BUD26-017283,2026-11-01,6330,CC310,P002,ENT01,REG03,FY26 Approved,GBP,1599.14,Planning System,2026-09-18
BUD26-017284,2026-11-01,6330,CC310,P002,ENT01,REG04,FY26 Approved,GBP,1279.31,Planning System,2026-09-18
BUD26-017285,2026-11-01,6330,CC310,P002,ENT02,REG01,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017286,2026-11-01,6330,CC310,P002,ENT02,REG02,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017287,2026-11-01,6330,CC310,P002,ENT02,REG03,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017288,2026-11-01,6330,CC310,P002,ENT02,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017289,2026-11-01,6330,CC310,P002,ENT03,REG01,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017290,2026-11-01,6330,CC310,P002,ENT03,REG02,FY26 Approved,GBP,436.13,Planning System,2026-09-18
BUD26-017291,2026-11-01,6330,CC310,P002,ENT03,REG03,FY26 Approved,GBP,3227.35,Planning System,2026-09-18
BUD26-017292,2026-11-01,6330,CC310,P002,ENT03,REG04,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017293,2026-11-01,6330,CC310,P002,ENT04,REG01,FY26 Approved,GBP,279.12,Planning System,2026-09-18
BUD26-017294,2026-11-01,6330,CC310,P002,ENT04,REG02,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017295,2026-11-01,6330,CC310,P002,ENT04,REG03,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017296,2026-11-01,6330,CC310,P002,ENT04,REG04,FY26 Approved,GBP,2442.32,Planning System,2026-09-18
BUD26-017297,2026-11-01,6330,CC320,P002,ENT01,REG01,FY26 Approved,GBP,11193.95,Planning System,2026-09-18
BUD26-017298,2026-11-01,6330,CC320,P002,ENT01,REG02,FY26 Approved,GBP,1918.96,Planning System,2026-09-18
BUD26-017299,2026-11-01,6330,CC320,P002,ENT01,REG03,FY26 Approved,GBP,1599.14,Planning System,2026-09-18
BUD26-017300,2026-11-01,6330,CC320,P002,ENT01,REG04,FY26 Approved,GBP,1279.31,Planning System,2026-09-18
BUD26-017301,2026-11-01,6330,CC320,P002,ENT02,REG01,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017302,2026-11-01,6330,CC320,P002,ENT02,REG02,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017303,2026-11-01,6330,CC320,P002,ENT02,REG03,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017304,2026-11-01,6330,CC320,P002,ENT02,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017305,2026-11-01,6330,CC320,P002,ENT03,REG01,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017306,2026-11-01,6330,CC320,P002,ENT03,REG02,FY26 Approved,GBP,436.13,Planning System,2026-09-18
BUD26-017307,2026-11-01,6330,CC320,P002,ENT03,REG03,FY26 Approved,GBP,3227.35,Planning System,2026-09-18
BUD26-017308,2026-11-01,6330,CC320,P002,ENT03,REG04,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017309,2026-11-01,6330,CC320,P002,ENT04,REG01,FY26 Approved,GBP,279.12,Planning System,2026-09-18
BUD26-017310,2026-11-01,6330,CC320,P002,ENT04,REG02,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017311,2026-11-01,6330,CC320,P002,ENT04,REG03,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017312,2026-11-01,6330,CC320,P002,ENT04,REG04,FY26 Approved,GBP,2442.32,Planning System,2026-09-18
BUD26-017313,2026-11-01,6330,CC310,P003,ENT01,REG01,FY26 Approved,GBP,11193.95,Planning System,2026-09-18
BUD26-017314,2026-11-01,6330,CC310,P003,ENT01,REG02,FY26 Approved,GBP,1918.96,Planning System,2026-09-18
BUD26-017315,2026-11-01,6330,CC310,P003,ENT01,REG03,FY26 Approved,GBP,1599.14,Planning System,2026-09-18
BUD26-017316,2026-11-01,6330,CC310,P003,ENT01,REG04,FY26 Approved,GBP,1279.31,Planning System,2026-09-18
BUD26-017317,2026-11-01,6330,CC310,P003,ENT02,REG01,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017318,2026-11-01,6330,CC310,P003,ENT02,REG02,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017319,2026-11-01,6330,CC310,P003,ENT02,REG03,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017320,2026-11-01,6330,CC310,P003,ENT02,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017321,2026-11-01,6330,CC310,P003,ENT03,REG01,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017322,2026-11-01,6330,CC310,P003,ENT03,REG02,FY26 Approved,GBP,436.13,Planning System,2026-09-18
BUD26-017323,2026-11-01,6330,CC310,P003,ENT03,REG03,FY26 Approved,GBP,3227.35,Planning System,2026-09-18
BUD26-017324,2026-11-01,6330,CC310,P003,ENT03,REG04,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017325,2026-11-01,6330,CC310,P003,ENT04,REG01,FY26 Approved,GBP,279.12,Planning System,2026-09-18
BUD26-017326,2026-11-01,6330,CC310,P003,ENT04,REG02,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017327,2026-11-01,6330,CC310,P003,ENT04,REG03,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017328,2026-11-01,6330,CC310,P003,ENT04,REG04,FY26 Approved,GBP,2442.32,Planning System,2026-09-18
BUD26-017329,2026-11-01,6330,CC320,P003,ENT01,REG01,FY26 Approved,GBP,11193.95,Planning System,2026-09-18
BUD26-017330,2026-11-01,6330,CC320,P003,ENT01,REG02,FY26 Approved,GBP,1918.96,Planning System,2026-09-18
BUD26-017331,2026-11-01,6330,CC320,P003,ENT01,REG03,FY26 Approved,GBP,1599.14,Planning System,2026-09-18
BUD26-017332,2026-11-01,6330,CC320,P003,ENT01,REG04,FY26 Approved,GBP,1279.31,Planning System,2026-09-18
BUD26-017333,2026-11-01,6330,CC320,P003,ENT02,REG01,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017334,2026-11-01,6330,CC320,P003,ENT02,REG02,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017335,2026-11-01,6330,CC320,P003,ENT02,REG03,FY26 Approved,GBP,523.35,Planning System,2026-09-18
BUD26-017336,2026-11-01,6330,CC320,P003,ENT02,REG04,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017337,2026-11-01,6330,CC320,P003,ENT03,REG01,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017338,2026-11-01,6330,CC320,P003,ENT03,REG02,FY26 Approved,GBP,436.13,Planning System,2026-09-18
BUD26-017339,2026-11-01,6330,CC320,P003,ENT03,REG03,FY26 Approved,GBP,3227.35,Planning System,2026-09-18
BUD26-017340,2026-11-01,6330,CC320,P003,ENT03,REG04,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017341,2026-11-01,6330,CC320,P003,ENT04,REG01,FY26 Approved,GBP,279.12,Planning System,2026-09-18
BUD26-017342,2026-11-01,6330,CC320,P003,ENT04,REG02,FY26 Approved,GBP,348.90,Planning System,2026-09-18
BUD26-017343,2026-11-01,6330,CC320,P003,ENT04,REG03,FY26 Approved,GBP,418.68,Planning System,2026-09-18
BUD26-017344,2026-11-01,6330,CC320,P003,ENT04,REG04,FY26 Approved,GBP,2442.32,Planning System,2026-09-18
BUD26-017345,2026-11-01,6400,CC330,P000,ENT01,REG01,FY26 Approved,GBP,80596.45,Planning System,2026-09-18
BUD26-017346,2026-11-01,6400,CC330,P000,ENT01,REG02,FY26 Approved,GBP,13816.54,Planning System,2026-09-18
BUD26-017347,2026-11-01,6400,CC330,P000,ENT01,REG03,FY26 Approved,GBP,11513.78,Planning System,2026-09-18
BUD26-017348,2026-11-01,6400,CC330,P000,ENT01,REG04,FY26 Approved,GBP,9211.02,Planning System,2026-09-18
BUD26-017349,2026-11-01,6400,CC330,P000,ENT02,REG01,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017350,2026-11-01,6400,CC330,P000,ENT02,REG02,FY26 Approved,GBP,27130.65,Planning System,2026-09-18
BUD26-017351,2026-11-01,6400,CC330,P000,ENT02,REG03,FY26 Approved,GBP,3768.15,Planning System,2026-09-18
BUD26-017352,2026-11-01,6400,CC330,P000,ENT02,REG04,FY26 Approved,GBP,3014.52,Planning System,2026-09-18
BUD26-017353,2026-11-01,6400,CC330,P000,ENT03,REG01,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017354,2026-11-01,6400,CC330,P000,ENT03,REG02,FY26 Approved,GBP,3140.12,Planning System,2026-09-18
BUD26-017355,2026-11-01,6400,CC330,P000,ENT03,REG03,FY26 Approved,GBP,23236.90,Planning System,2026-09-18
BUD26-017356,2026-11-01,6400,CC330,P000,ENT03,REG04,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017357,2026-11-01,6400,CC330,P000,ENT04,REG01,FY26 Approved,GBP,2009.68,Planning System,2026-09-18
BUD26-017358,2026-11-01,6400,CC330,P000,ENT04,REG02,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017359,2026-11-01,6400,CC330,P000,ENT04,REG03,FY26 Approved,GBP,3014.52,Planning System,2026-09-18
BUD26-017360,2026-11-01,6400,CC330,P000,ENT04,REG04,FY26 Approved,GBP,17584.68,Planning System,2026-09-18
BUD26-017361,2026-11-01,6410,CC330,P000,ENT01,REG01,FY26 Approved,GBP,53730.97,Planning System,2026-09-18
BUD26-017362,2026-11-01,6410,CC330,P000,ENT01,REG02,FY26 Approved,GBP,9211.02,Planning System,2026-09-18
BUD26-017363,2026-11-01,6410,CC330,P000,ENT01,REG03,FY26 Approved,GBP,7675.85,Planning System,2026-09-18
BUD26-017364,2026-11-01,6410,CC330,P000,ENT01,REG04,FY26 Approved,GBP,6140.68,Planning System,2026-09-18
BUD26-017365,2026-11-01,6410,CC330,P000,ENT02,REG01,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017366,2026-11-01,6410,CC330,P000,ENT02,REG02,FY26 Approved,GBP,18087.10,Planning System,2026-09-18
BUD26-017367,2026-11-01,6410,CC330,P000,ENT02,REG03,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017368,2026-11-01,6410,CC330,P000,ENT02,REG04,FY26 Approved,GBP,2009.68,Planning System,2026-09-18
BUD26-017369,2026-11-01,6410,CC330,P000,ENT03,REG01,FY26 Approved,GBP,1674.73,Planning System,2026-09-18
BUD26-017370,2026-11-01,6410,CC330,P000,ENT03,REG02,FY26 Approved,GBP,2093.41,Planning System,2026-09-18
BUD26-017371,2026-11-01,6410,CC330,P000,ENT03,REG03,FY26 Approved,GBP,15491.27,Planning System,2026-09-18
BUD26-017372,2026-11-01,6410,CC330,P000,ENT03,REG04,FY26 Approved,GBP,1674.73,Planning System,2026-09-18
BUD26-017373,2026-11-01,6410,CC330,P000,ENT04,REG01,FY26 Approved,GBP,1339.79,Planning System,2026-09-18
BUD26-017374,2026-11-01,6410,CC330,P000,ENT04,REG02,FY26 Approved,GBP,1674.73,Planning System,2026-09-18
BUD26-017375,2026-11-01,6410,CC330,P000,ENT04,REG03,FY26 Approved,GBP,2009.68,Planning System,2026-09-18
BUD26-017376,2026-11-01,6410,CC330,P000,ENT04,REG04,FY26 Approved,GBP,11723.12,Planning System,2026-09-18
BUD26-017377,2026-11-01,6420,CC330,P000,ENT01,REG01,FY26 Approved,GBP,53730.97,Planning System,2026-09-18
BUD26-017378,2026-11-01,6420,CC330,P000,ENT01,REG02,FY26 Approved,GBP,9211.02,Planning System,2026-09-18
BUD26-017379,2026-11-01,6420,CC330,P000,ENT01,REG03,FY26 Approved,GBP,7675.85,Planning System,2026-09-18
BUD26-017380,2026-11-01,6420,CC330,P000,ENT01,REG04,FY26 Approved,GBP,6140.68,Planning System,2026-09-18
BUD26-017381,2026-11-01,6420,CC330,P000,ENT02,REG01,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017382,2026-11-01,6420,CC330,P000,ENT02,REG02,FY26 Approved,GBP,18087.10,Planning System,2026-09-18
BUD26-017383,2026-11-01,6420,CC330,P000,ENT02,REG03,FY26 Approved,GBP,2512.10,Planning System,2026-09-18
BUD26-017384,2026-11-01,6420,CC330,P000,ENT02,REG04,FY26 Approved,GBP,2009.68,Planning System,2026-09-18
BUD26-017385,2026-11-01,6420,CC330,P000,ENT03,REG01,FY26 Approved,GBP,1674.73,Planning System,2026-09-18
BUD26-017386,2026-11-01,6420,CC330,P000,ENT03,REG02,FY26 Approved,GBP,2093.41,Planning System,2026-09-18
BUD26-017387,2026-11-01,6420,CC330,P000,ENT03,REG03,FY26 Approved,GBP,15491.27,Planning System,2026-09-18
BUD26-017388,2026-11-01,6420,CC330,P000,ENT03,REG04,FY26 Approved,GBP,1674.73,Planning System,2026-09-18
BUD26-017389,2026-11-01,6420,CC330,P000,ENT04,REG01,FY26 Approved,GBP,1339.79,Planning System,2026-09-18
BUD26-017390,2026-11-01,6420,CC330,P000,ENT04,REG02,FY26 Approved,GBP,1674.73,Planning System,2026-09-18
BUD26-017391,2026-11-01,6420,CC330,P000,ENT04,REG03,FY26 Approved,GBP,2009.68,Planning System,2026-09-18
BUD26-017392,2026-11-01,6420,CC330,P000,ENT04,REG04,FY26 Approved,GBP,11723.12,Planning System,2026-09-18
BUD26-017393,2026-11-01,6600,CC120,P000,ENT01,REG01,FY26 Approved,GBP,89551.62,Planning System,2026-09-18
BUD26-017394,2026-11-01,6600,CC120,P000,ENT01,REG02,FY26 Approved,GBP,15351.71,Planning System,2026-09-18
BUD26-017395,2026-11-01,6600,CC120,P000,ENT01,REG03,FY26 Approved,GBP,12793.09,Planning System,2026-09-18
BUD26-017396,2026-11-01,6600,CC120,P000,ENT01,REG04,FY26 Approved,GBP,10234.47,Planning System,2026-09-18
BUD26-017397,2026-11-01,6600,CC120,P000,ENT02,REG01,FY26 Approved,GBP,4186.83,Planning System,2026-09-18
BUD26-017398,2026-11-01,6600,CC120,P000,ENT02,REG02,FY26 Approved,GBP,30145.17,Planning System,2026-09-18
BUD26-017399,2026-11-01,6600,CC120,P000,ENT02,REG03,FY26 Approved,GBP,4186.83,Planning System,2026-09-18
BUD26-017400,2026-11-01,6600,CC120,P000,ENT02,REG04,FY26 Approved,GBP,3349.46,Planning System,2026-09-18
BUD26-017401,2026-11-01,6600,CC120,P000,ENT03,REG01,FY26 Approved,GBP,2791.22,Planning System,2026-09-18
BUD26-017402,2026-11-01,6600,CC120,P000,ENT03,REG02,FY26 Approved,GBP,3489.02,Planning System,2026-09-18
BUD26-017403,2026-11-01,6600,CC120,P000,ENT03,REG03,FY26 Approved,GBP,25818.78,Planning System,2026-09-18
BUD26-017404,2026-11-01,6600,CC120,P000,ENT03,REG04,FY26 Approved,GBP,2791.22,Planning System,2026-09-18
BUD26-017405,2026-11-01,6600,CC120,P000,ENT04,REG01,FY26 Approved,GBP,2232.98,Planning System,2026-09-18
BUD26-017406,2026-11-01,6600,CC120,P000,ENT04,REG02,FY26 Approved,GBP,2791.22,Planning System,2026-09-18
BUD26-017407,2026-11-01,6600,CC120,P000,ENT04,REG03,FY26 Approved,GBP,3349.46,Planning System,2026-09-18
BUD26-017408,2026-11-01,6600,CC120,P000,ENT04,REG04,FY26 Approved,GBP,19538.53,Planning System,2026-09-18
BUD26-017409,2026-11-01,6610,CC120,P000,ENT01,REG01,FY26 Approved,GBP,31982.72,Planning System,2026-09-18
BUD26-017410,2026-11-01,6610,CC120,P000,ENT01,REG02,FY26 Approved,GBP,5482.75,Planning System,2026-09-18
BUD26-017411,2026-11-01,6610,CC120,P000,ENT01,REG03,FY26 Approved,GBP,4568.96,Planning System,2026-09-18
BUD26-017412,2026-11-01,6610,CC120,P000,ENT01,REG04,FY26 Approved,GBP,3655.17,Planning System,2026-09-18
BUD26-017413,2026-11-01,6610,CC120,P000,ENT02,REG01,FY26 Approved,GBP,1495.30,Planning System,2026-09-18
BUD26-017414,2026-11-01,6610,CC120,P000,ENT02,REG02,FY26 Approved,GBP,10766.13,Planning System,2026-09-18
BUD26-017415,2026-11-01,6610,CC120,P000,ENT02,REG03,FY26 Approved,GBP,1495.30,Planning System,2026-09-18
BUD26-017416,2026-11-01,6610,CC120,P000,ENT02,REG04,FY26 Approved,GBP,1196.24,Planning System,2026-09-18
BUD26-017417,2026-11-01,6610,CC120,P000,ENT03,REG01,FY26 Approved,GBP,996.86,Planning System,2026-09-18
BUD26-017418,2026-11-01,6610,CC120,P000,ENT03,REG02,FY26 Approved,GBP,1246.08,Planning System,2026-09-18
BUD26-017419,2026-11-01,6610,CC120,P000,ENT03,REG03,FY26 Approved,GBP,9220.99,Planning System,2026-09-18
BUD26-017420,2026-11-01,6610,CC120,P000,ENT03,REG04,FY26 Approved,GBP,996.86,Planning System,2026-09-18
BUD26-017421,2026-11-01,6610,CC120,P000,ENT04,REG01,FY26 Approved,GBP,797.49,Planning System,2026-09-18
BUD26-017422,2026-11-01,6610,CC120,P000,ENT04,REG02,FY26 Approved,GBP,996.86,Planning System,2026-09-18
BUD26-017423,2026-11-01,6610,CC120,P000,ENT04,REG03,FY26 Approved,GBP,1196.24,Planning System,2026-09-18
BUD26-017424,2026-11-01,6610,CC120,P000,ENT04,REG04,FY26 Approved,GBP,6978.05,Planning System,2026-09-18
BUD26-017425,2026-11-01,6620,CC120,P000,ENT01,REG01,FY26 Approved,GBP,28784.45,Planning System,2026-09-18
BUD26-017426,2026-11-01,6620,CC120,P000,ENT01,REG02,FY26 Approved,GBP,4934.48,Planning System,2026-09-18
BUD26-017427,2026-11-01,6620,CC120,P000,ENT01,REG03,FY26 Approved,GBP,4112.06,Planning System,2026-09-18
BUD26-017428,2026-11-01,6620,CC120,P000,ENT01,REG04,FY26 Approved,GBP,3289.65,Planning System,2026-09-18
BUD26-017429,2026-11-01,6620,CC120,P000,ENT02,REG01,FY26 Approved,GBP,1345.77,Planning System,2026-09-18
BUD26-017430,2026-11-01,6620,CC120,P000,ENT02,REG02,FY26 Approved,GBP,9689.52,Planning System,2026-09-18
BUD26-017431,2026-11-01,6620,CC120,P000,ENT02,REG03,FY26 Approved,GBP,1345.77,Planning System,2026-09-18
BUD26-017432,2026-11-01,6620,CC120,P000,ENT02,REG04,FY26 Approved,GBP,1076.61,Planning System,2026-09-18
BUD26-017433,2026-11-01,6620,CC120,P000,ENT03,REG01,FY26 Approved,GBP,897.18,Planning System,2026-09-18
BUD26-017434,2026-11-01,6620,CC120,P000,ENT03,REG02,FY26 Approved,GBP,1121.47,Planning System,2026-09-18
BUD26-017435,2026-11-01,6620,CC120,P000,ENT03,REG03,FY26 Approved,GBP,8298.89,Planning System,2026-09-18
BUD26-017436,2026-11-01,6620,CC120,P000,ENT03,REG04,FY26 Approved,GBP,897.18,Planning System,2026-09-18
BUD26-017437,2026-11-01,6620,CC120,P000,ENT04,REG01,FY26 Approved,GBP,717.74,Planning System,2026-09-18
BUD26-017438,2026-11-01,6620,CC120,P000,ENT04,REG02,FY26 Approved,GBP,897.18,Planning System,2026-09-18
BUD26-017439,2026-11-01,6620,CC120,P000,ENT04,REG03,FY26 Approved,GBP,1076.61,Planning System,2026-09-18
BUD26-017440,2026-11-01,6620,CC120,P000,ENT04,REG04,FY26 Approved,GBP,6280.24,Planning System,2026-09-18
BUD26-017441,2026-11-01,6620,CC140,P000,ENT01,REG01,FY26 Approved,GBP,28784.45,Planning System,2026-09-18
BUD26-017442,2026-11-01,6620,CC140,P000,ENT01,REG02,FY26 Approved,GBP,4934.48,Planning System,2026-09-18
BUD26-017443,2026-11-01,6620,CC140,P000,ENT01,REG03,FY26 Approved,GBP,4112.06,Planning System,2026-09-18
BUD26-017444,2026-11-01,6620,CC140,P000,ENT01,REG04,FY26 Approved,GBP,3289.65,Planning System,2026-09-18
BUD26-017445,2026-11-01,6620,CC140,P000,ENT02,REG01,FY26 Approved,GBP,1345.77,Planning System,2026-09-18
BUD26-017446,2026-11-01,6620,CC140,P000,ENT02,REG02,FY26 Approved,GBP,9689.52,Planning System,2026-09-18
BUD26-017447,2026-11-01,6620,CC140,P000,ENT02,REG03,FY26 Approved,GBP,1345.77,Planning System,2026-09-18
BUD26-017448,2026-11-01,6620,CC140,P000,ENT02,REG04,FY26 Approved,GBP,1076.61,Planning System,2026-09-18
BUD26-017449,2026-11-01,6620,CC140,P000,ENT03,REG01,FY26 Approved,GBP,897.18,Planning System,2026-09-18
BUD26-017450,2026-11-01,6620,CC140,P000,ENT03,REG02,FY26 Approved,GBP,1121.47,Planning System,2026-09-18
BUD26-017451,2026-11-01,6620,CC140,P000,ENT03,REG03,FY26 Approved,GBP,8298.89,Planning System,2026-09-18
BUD26-017452,2026-11-01,6620,CC140,P000,ENT03,REG04,FY26 Approved,GBP,897.18,Planning System,2026-09-18
BUD26-017453,2026-11-01,6620,CC140,P000,ENT04,REG01,FY26 Approved,GBP,717.74,Planning System,2026-09-18
BUD26-017454,2026-11-01,6620,CC140,P000,ENT04,REG02,FY26 Approved,GBP,897.18,Planning System,2026-09-18
BUD26-017455,2026-11-01,6620,CC140,P000,ENT04,REG03,FY26 Approved,GBP,1076.61,Planning System,2026-09-18
BUD26-017456,2026-11-01,6620,CC140,P000,ENT04,REG04,FY26 Approved,GBP,6280.24,Planning System,2026-09-18
BUD26-017457,2026-11-01,6630,CC110,P000,ENT01,REG01,FY26 Approved,GBP,12793.09,Planning System,2026-09-18
BUD26-017458,2026-11-01,6630,CC110,P000,ENT01,REG02,FY26 Approved,GBP,2193.10,Planning System,2026-09-18
