transaction_id,document_id,posting_date,account_code,cost_centre_code,product_code,entity_code,region_code,local_currency,local_amount,fx_rate_to_gbp,reporting_currency,reporting_amount_gbp,source_system,journal_type,description,load_date
TXN-0013907,DOC-20260501-027,2026-05-01,4900,CC110,P000,ENT01,REG01,GBP,44311.75,1.0,GBP,44311.75,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0013908,DOC-20260501-028,2026-05-01,5400,CC420,P004,ENT01,REG02,GBP,13421.81,1.0,GBP,13421.81,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0013909,DOC-20260501-029,2026-05-01,4900,CC110,P000,ENT01,REG01,GBP,42524.46,1.0,GBP,42524.46,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0013910,DOC-20260501-030,2026-05-01,4110,CC210,P002,ENT01,REG01,GBP,25025.93,1.0,GBP,25025.93,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0013911,DOC-20260501-031,2026-05-01,4400,CC430,P004,ENT01,REG01,GBP,37741.41,1.0,GBP,37741.41,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0013912,DOC-20260501-032,2026-05-01,5400,CC420,P004,ENT01,REG01,GBP,12578.53,1.0,GBP,12578.53,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0013913,DOC-20260501-033,2026-05-01,6650,CC140,P000,ENT02,REG02,EUR,8629.39,0.8655,GBP,7468.74,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6650,2026-09-24
TXN-0013914,DOC-20260501-034,2026-05-01,5400,CC420,P004,ENT01,REG01,GBP,1579.2,1.0,GBP,1579.2,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0013915,DOC-20260501-035,2026-05-01,5100,CC330,P003,ENT01,REG03,GBP,16616.5,1.0,GBP,16616.5,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5100,2026-09-24
TXN-0013916,DOC-20260501-036,2026-05-01,6400,CC330,P000,ENT02,REG02,EUR,15708.32,0.8655,GBP,13595.55,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6400,2026-09-24
TXN-0013917,DOC-20260501-037,2026-05-01,6650,CC110,P000,ENT01,REG02,GBP,10821.96,1.0,GBP,10821.96,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6650,2026-09-24
TXN-0013918,DOC-20260501-038,2026-05-01,6650,CC140,P000,ENT01,REG02,GBP,7902.13,1.0,GBP,7902.13,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6650,2026-09-24
TXN-0013919,DOC-20260501-039,2026-05-01,6410,CC330,P000,ENT04,REG04,EUR,16159.84,0.8655,GBP,13986.34,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6410,2026-09-24
TXN-0013920,DOC-20260501-040,2026-05-01,6310,CC310,P002,ENT01,REG03,GBP,16990.21,1.0,GBP,16990.21,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6310,2026-09-24
TXN-0013921,DOC-20260504-001,2026-05-04,6110,CC220,P004,ENT01,REG03,GBP,12519.55,1.0,GBP,12519.55,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6110,2026-09-24
TXN-0013922,DOC-20260504-002,2026-05-04,5110,CC420,P001,ENT02,REG02,EUR,8016.98,0.8655,GBP,6938.7,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0013923,DOC-20260504-003,2026-05-04,5300,CC410,P003,ENT01,REG01,GBP,10069.53,1.0,GBP,10069.53,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0013924,DOC-20260504-004,2026-05-04,6300,CC310,P000,ENT01,REG03,GBP,9854.44,1.0,GBP,9854.44,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6300,2026-09-24
TXN-0013925,DOC-20260504-005,2026-05-04,6320,CC310,P002,ENT01,REG02,GBP,4441.2,1.0,GBP,4441.2,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6320,2026-09-24
TXN-0013926,DOC-20260504-006,2026-05-04,6740,CC130,P000,ENT01,REG01,GBP,4520.19,1.0,GBP,4520.19,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6740,2026-09-24
TXN-0013927,DOC-20260504-007,2026-05-04,6120,CC210,P000,ENT03,REG03,EUR,19872.54,0.8655,GBP,17199.68,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6120,2026-09-24
TXN-0013928,DOC-20260504-008,2026-05-04,6420,CC330,P000,ENT02,REG03,EUR,16393.04,0.8655,GBP,14188.18,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6420,2026-09-24
TXN-0013929,DOC-20260504-009,2026-05-04,6120,CC210,P000,ENT01,REG04,GBP,6004.5,1.0,GBP,6004.5,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6120,2026-09-24
TXN-0013930,DOC-20260504-010,2026-05-04,6320,CC310,P003,ENT03,REG03,EUR,19231.83,0.8655,GBP,16645.15,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6320,2026-09-24
TXN-0013931,DOC-20260504-011,2026-05-04,4100,CC210,P001,ENT01,REG01,GBP,15124.29,1.0,GBP,15124.29,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4100,2026-09-24
TXN-0013932,DOC-20260504-012,2026-05-04,4900,CC110,P000,ENT01,REG03,GBP,29987.98,1.0,GBP,29987.98,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0013933,DOC-20260504-013,2026-05-04,4400,CC430,P004,ENT01,REG01,GBP,33452.63,1.0,GBP,33452.63,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0013934,DOC-20260504-014,2026-05-04,6100,CC210,P000,ENT01,REG03,GBP,17028.48,1.0,GBP,17028.48,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6100,2026-09-24
TXN-0013935,DOC-20260504-015,2026-05-04,6630,CC120,P000,ENT01,REG01,GBP,2460.31,1.0,GBP,2460.31,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6630,2026-09-24
TXN-0013936,DOC-20260504-016,2026-05-04,6310,CC310,P002,ENT02,REG02,EUR,7248.2,0.8655,GBP,6273.32,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6310,2026-09-24
TXN-0013937,DOC-20260504-017,2026-05-04,6320,CC310,P001,ENT01,REG01,GBP,17277.44,1.0,GBP,17277.44,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6320,2026-09-24
TXN-0013938,DOC-20260504-018,2026-05-04,6210,CC230,P003,ENT04,REG04,EUR,19509.84,0.8655,GBP,16885.77,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6210,2026-09-24
TXN-0013939,DOC-20260504-019,2026-05-04,4200,CC220,P003,ENT03,REG03,EUR,16569.3,0.8655,GBP,14340.73,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4200,2026-09-24
TXN-0013940,DOC-20260504-020,2026-05-04,4110,CC220,P002,ENT01,REG01,GBP,29020.8,1.0,GBP,29020.8,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4110,2026-09-24
TXN-0013941,DOC-20260504-021,2026-05-04,5400,CC430,P004,ENT04,REG02,EUR,15004.53,0.8655,GBP,12986.42,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0013942,DOC-20260504-022,2026-05-04,4900,CC110,P000,ENT01,REG01,GBP,45326.2,1.0,GBP,45326.2,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0013943,DOC-20260504-023,2026-05-04,5110,CC330,P003,ENT03,REG03,EUR,1844.17,0.8655,GBP,1596.13,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0013944,DOC-20260504-024,2026-05-04,6600,CC120,P000,ENT01,REG03,GBP,14717.79,1.0,GBP,14717.79,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6600,2026-09-24
TXN-0013945,DOC-20260504-025,2026-05-04,6120,CC210,P000,ENT01,REG02,GBP,1873.06,1.0,GBP,1873.06,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6120,2026-09-24
TXN-0013946,DOC-20260504-026,2026-05-04,4300,CC420,P004,ENT01,REG01,GBP,30636.94,1.0,GBP,30636.94,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0013947,DOC-20260504-027,2026-05-04,5100,CC310,P002,ENT02,REG02,EUR,16185.38,0.8655,GBP,14008.45,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0013948,DOC-20260504-028,2026-05-04,5110,CC310,P004,ENT03,REG03,EUR,7057.57,0.8655,GBP,6108.33,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0013949,DOC-20260504-029,2026-05-04,5100,CC330,P001,ENT03,REG03,EUR,10961.46,0.8655,GBP,9487.14,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5100,2026-09-24
TXN-0013950,DOC-20260504-030,2026-05-04,6300,CC310,P003,ENT04,REG04,EUR,14802.15,0.8655,GBP,12811.26,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6300,2026-09-24
TXN-0013951,DOC-20260504-031,2026-05-04,4300,CC420,P004,ENT02,REG02,EUR,17112.28,0.8655,GBP,14810.68,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0013952,DOC-20260504-032,2026-05-04,4400,CC430,P004,ENT01,REG01,GBP,39761.81,1.0,GBP,39761.81,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0013953,DOC-20260504-033,2026-05-04,6630,CC110,P000,ENT01,REG01,GBP,7958.13,1.0,GBP,7958.13,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6630,2026-09-24
TXN-0013954,DOC-20260504-034,2026-05-04,6730,CC130,P000,ENT04,REG03,EUR,16975.19,0.8655,GBP,14692.03,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6730,2026-09-24
TXN-0013955,DOC-20260504-035,2026-05-04,4110,CC220,P002,ENT01,REG01,GBP,40706.17,1.0,GBP,40706.17,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4110,2026-09-24
TXN-0013956,DOC-20260504-036,2026-05-04,6400,CC330,P000,ENT01,REG01,GBP,13263.89,1.0,GBP,13263.89,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6400,2026-09-24
TXN-0013957,DOC-20260504-037,2026-05-04,4400,CC430,P004,ENT01,REG01,GBP,2003.49,1.0,GBP,2003.49,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0013958,DOC-20260504-038,2026-05-04,5400,CC420,P004,ENT02,REG02,EUR,18724.06,0.8655,GBP,16205.67,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0013959,DOC-20260504-039,2026-05-04,6200,CC230,P000,ENT01,REG01,GBP,1102.14,1.0,GBP,1102.14,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6200,2026-09-24
TXN-0013960,DOC-20260504-040,2026-05-04,5100,CC310,P001,ENT04,REG04,EUR,1889.45,0.8655,GBP,1635.32,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0013961,DOC-20260505-001,2026-05-05,6420,CC330,P000,ENT02,REG02,EUR,5903.62,0.8655,GBP,5109.58,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6420,2026-09-24
TXN-0013962,DOC-20260505-002,2026-05-05,4200,CC210,P003,ENT03,REG03,EUR,22338.89,0.8655,GBP,19334.31,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4200,2026-09-24
TXN-0013963,DOC-20260505-003,2026-05-05,4120,CC220,P003,ENT03,REG02,EUR,10729.79,0.8655,GBP,9286.63,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
TXN-0013964,DOC-20260505-004,2026-05-05,5300,CC410,P003,ENT01,REG01,GBP,17065.89,1.0,GBP,17065.89,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5300,2026-09-24
TXN-0013965,DOC-20260505-005,2026-05-05,6620,CC140,P000,ENT04,REG02,EUR,19249.08,0.8655,GBP,16660.08,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6620,2026-09-24
TXN-0013966,DOC-20260505-006,2026-05-05,6120,CC210,P000,ENT03,REG03,EUR,4990.71,0.8655,GBP,4319.46,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6120,2026-09-24
TXN-0013967,DOC-20260505-007,2026-05-05,6660,CC120,P000,ENT03,REG04,EUR,10148.35,0.8655,GBP,8783.4,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6660,2026-09-24
TXN-0013968,DOC-20260505-008,2026-05-05,5300,CC410,P003,ENT03,REG03,EUR,5613.52,0.8655,GBP,4858.5,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0013969,DOC-20260505-009,2026-05-05,6700,CC130,P000,ENT01,REG04,GBP,10942.79,1.0,GBP,10942.79,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6700,2026-09-24
TXN-0013970,DOC-20260505-010,2026-05-05,6600,CC120,P000,ENT01,REG01,GBP,17072.63,1.0,GBP,17072.63,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6600,2026-09-24
TXN-0013971,DOC-20260505-011,2026-05-05,6600,CC120,P000,ENT01,REG01,GBP,12581.83,1.0,GBP,12581.83,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6600,2026-09-24
TXN-0013972,DOC-20260505-012,2026-05-05,5200,CC410,P001,ENT04,REG04,EUR,10921.56,0.8655,GBP,9452.61,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0013973,DOC-20260505-013,2026-05-05,5110,CC420,P004,ENT01,REG03,GBP,1941.8,1.0,GBP,1941.8,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0013974,DOC-20260505-014,2026-05-05,5100,CC330,P001,ENT01,REG01,GBP,12013.34,1.0,GBP,12013.34,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0013975,DOC-20260505-015,2026-05-05,6220,CC230,P001,ENT01,REG01,GBP,16423.66,1.0,GBP,16423.66,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6220,2026-09-24
TXN-0013976,DOC-20260505-016,2026-05-05,6710,CC130,P000,ENT03,REG03,EUR,15677.49,0.8655,GBP,13568.87,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6710,2026-09-24
TXN-0013977,DOC-20260505-017,2026-05-05,6720,CC130,P000,ENT01,REG01,GBP,15198.14,1.0,GBP,15198.14,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6720,2026-09-24
TXN-0013978,DOC-20260505-018,2026-05-05,5200,CC410,P001,ENT01,REG01,GBP,15655.11,1.0,GBP,15655.11,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0013979,DOC-20260505-019,2026-05-05,5400,CC420,P004,ENT01,REG01,GBP,8765.26,1.0,GBP,8765.26,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0013980,DOC-20260505-020,2026-05-05,4110,CC220,P002,ENT01,REG01,GBP,15574.21,1.0,GBP,15574.21,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0013981,DOC-20260505-021,2026-05-05,4900,CC110,P000,ENT01,REG01,GBP,31345.51,1.0,GBP,31345.51,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0013982,DOC-20260505-022,2026-05-05,6710,CC130,P000,ENT01,REG02,GBP,938.2,1.0,GBP,938.2,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6710,2026-09-24
TXN-0013983,DOC-20260505-023,2026-05-05,4300,CC420,P004,ENT01,REG01,GBP,8376.4,1.0,GBP,8376.4,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4300,2026-09-24
TXN-0013984,DOC-20260505-024,2026-05-05,5300,CC410,P003,ENT01,REG01,GBP,10976.82,1.0,GBP,10976.82,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0013985,DOC-20260505-025,2026-05-05,6610,CC120,P000,ENT04,REG04,EUR,19688.98,0.8655,GBP,17040.81,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6610,2026-09-24
TXN-0013986,DOC-20260505-026,2026-05-05,6220,CC230,P000,ENT02,REG03,EUR,13253.37,0.8655,GBP,11470.79,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6220,2026-09-24
TXN-0013987,DOC-20260505-027,2026-05-05,6220,CC230,P000,ENT01,REG01,GBP,12761.49,1.0,GBP,12761.49,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6220,2026-09-24
TXN-0013988,DOC-20260505-028,2026-05-05,6320,CC310,P003,ENT01,REG01,GBP,7607.37,1.0,GBP,7607.37,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6320,2026-09-24
TXN-0013989,DOC-20260505-029,2026-05-05,5300,CC410,P003,ENT01,REG02,GBP,17325.16,1.0,GBP,17325.16,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0013990,DOC-20260505-030,2026-05-05,6650,CC110,P000,ENT01,REG01,GBP,4899.04,1.0,GBP,4899.04,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6650,2026-09-24
TXN-0013991,DOC-20260505-031,2026-05-05,6230,CC230,P001,ENT01,REG01,GBP,8129.05,1.0,GBP,8129.05,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6230,2026-09-24
TXN-0013992,DOC-20260505-032,2026-05-05,5400,CC420,P004,ENT01,REG01,GBP,4394.7,1.0,GBP,4394.7,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5400,2026-09-24
TXN-0013993,DOC-20260505-033,2026-05-05,4400,CC430,P004,ENT01,REG01,GBP,27935.14,1.0,GBP,27935.14,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0013994,DOC-20260505-034,2026-05-05,4110,CC210,P002,ENT03,REG03,EUR,5472.57,0.8655,GBP,4736.51,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4110,2026-09-24
TXN-0013995,DOC-20260505-035,2026-05-05,6650,CC140,P000,ENT01,REG01,GBP,2489.17,1.0,GBP,2489.17,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6650,2026-09-24
TXN-0013996,DOC-20260505-036,2026-05-05,5110,CC420,P001,ENT03,REG04,EUR,14695.25,0.8655,GBP,12718.74,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0013997,DOC-20260505-037,2026-05-05,6120,CC210,P000,ENT02,REG01,EUR,15725.37,0.8655,GBP,13610.31,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6120,2026-09-24
TXN-0013998,DOC-20260505-038,2026-05-05,4100,CC210,P001,ENT01,REG01,GBP,22796.89,1.0,GBP,22796.89,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0013999,DOC-20260505-039,2026-05-05,4900,CC110,P000,ENT01,REG01,GBP,17530.66,1.0,GBP,17530.66,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4900,2026-09-24
TXN-0014000,DOC-20260505-040,2026-05-05,6100,CC220,P000,ENT01,REG01,GBP,5340.2,1.0,GBP,5340.2,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6100,2026-09-24
TXN-0014001,DOC-20260506-001,2026-05-06,6310,CC310,P000,ENT01,REG03,GBP,7969.18,1.0,GBP,7969.18,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6310,2026-09-24
TXN-0014002,DOC-20260506-002,2026-05-06,6330,CC320,P002,ENT03,REG03,EUR,4530.68,0.8655,GBP,3921.3,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6330,2026-09-24
TXN-0014003,DOC-20260506-003,2026-05-06,5100,CC330,P003,ENT01,REG01,GBP,7250.03,1.0,GBP,7250.03,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0014004,DOC-20260506-004,2026-05-06,5110,CC310,P001,ENT01,REG01,GBP,2691.16,1.0,GBP,2691.16,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0014005,DOC-20260506-005,2026-05-06,5300,CC410,P003,ENT01,REG01,GBP,6055.01,1.0,GBP,6055.01,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5300,2026-09-24
TXN-0014006,DOC-20260506-006,2026-05-06,5200,CC410,P004,ENT03,REG03,EUR,6546.89,0.8655,GBP,5666.33,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5200,2026-09-24
TXN-0014007,DOC-20260506-007,2026-05-06,6730,CC130,P000,ENT01,REG01,GBP,2482.01,1.0,GBP,2482.01,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6730,2026-09-24
TXN-0014008,DOC-20260506-008,2026-05-06,4120,CC210,P003,ENT02,REG02,EUR,53004.39,0.8655,GBP,45875.3,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0014009,DOC-20260506-009,2026-05-06,5400,CC430,P004,ENT01,REG01,GBP,17004.14,1.0,GBP,17004.14,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5400,2026-09-24
TXN-0014010,DOC-20260506-010,2026-05-06,6730,CC130,P000,ENT01,REG01,GBP,13738.65,1.0,GBP,13738.65,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6730,2026-09-24
TXN-0014011,DOC-20260506-011,2026-05-06,4900,CC110,P000,ENT01,REG02,GBP,15676.44,1.0,GBP,15676.44,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0014012,DOC-20260506-012,2026-05-06,4400,CC430,P004,ENT04,REG03,EUR,33306.85,0.8655,GBP,28827.08,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0014013,DOC-20260506-013,2026-05-06,5100,CC310,P002,ENT04,REG04,EUR,2350.78,0.8655,GBP,2034.6,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5100,2026-09-24
TXN-0014014,DOC-20260506-014,2026-05-06,4900,CC110,P000,ENT01,REG01,GBP,29540.08,1.0,GBP,29540.08,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4900,2026-09-24
TXN-0014015,DOC-20260506-015,2026-05-06,6210,CC230,P002,ENT01,REG02,GBP,8894.91,1.0,GBP,8894.91,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6210,2026-09-24
TXN-0014016,DOC-20260506-016,2026-05-06,4120,CC220,P003,ENT02,REG01,EUR,19049.36,0.8655,GBP,16487.22,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0014017,DOC-20260506-017,2026-05-06,4110,CC210,P002,ENT01,REG01,GBP,29251.7,1.0,GBP,29251.7,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4110,2026-09-24
TXN-0014018,DOC-20260506-018,2026-05-06,4400,CC430,P004,ENT02,REG01,EUR,52102.81,0.8655,GBP,45094.98,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4400,2026-09-24
TXN-0014019,DOC-20260506-019,2026-05-06,6220,CC230,P002,ENT01,REG01,GBP,5482.98,1.0,GBP,5482.98,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6220,2026-09-24
TXN-0014020,DOC-20260506-020,2026-05-06,6740,CC130,P000,ENT01,REG01,GBP,5239.14,1.0,GBP,5239.14,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6740,2026-09-24
TXN-0014021,DOC-20260506-021,2026-05-06,4400,CC430,P004,ENT03,REG03,EUR,55865.66,0.8655,GBP,48351.73,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4400,2026-09-24
TXN-0014022,DOC-20260506-022,2026-05-06,4200,CC210,P003,ENT02,REG02,EUR,36702.25,0.8655,GBP,31765.8,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4200,2026-09-24
TXN-0014023,DOC-20260506-023,2026-05-06,4200,CC220,P003,ENT03,REG03,EUR,43883.86,0.8655,GBP,37981.48,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4200,2026-09-24
TXN-0014024,DOC-20260506-024,2026-05-06,6620,CC140,P000,ENT03,REG04,EUR,1990.25,0.8655,GBP,1722.56,ERP,AP Invoice,Synthetic AP Invoice - GL Account 6620,2026-09-24
TXN-0014025,DOC-20260506-025,2026-05-06,6600,CC120,P000,ENT01,REG01,GBP,16252.25,1.0,GBP,16252.25,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6600,2026-09-24
TXN-0014026,DOC-20260506-026,2026-05-06,5110,CC310,P003,ENT01,REG01,GBP,11356.89,1.0,GBP,11356.89,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5110,2026-09-24
TXN-0014027,DOC-20260506-027,2026-05-06,5110,CC330,P001,ENT01,REG01,GBP,9182.58,1.0,GBP,9182.58,ERP,AP Invoice,Synthetic AP Invoice - GL Account 5110,2026-09-24
TXN-0014028,DOC-20260506-028,2026-05-06,6330,CC310,P002,ENT03,REG03,EUR,7283.82,0.8655,GBP,6304.15,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6330,2026-09-24
TXN-0014029,DOC-20260506-029,2026-05-06,6600,CC120,P000,ENT04,REG03,EUR,1019.11,0.8655,GBP,882.04,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6600,2026-09-24
TXN-0014030,DOC-20260506-030,2026-05-06,4120,CC210,P003,ENT01,REG04,GBP,10480.19,1.0,GBP,10480.19,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4120,2026-09-24
TXN-0014031,DOC-20260506-031,2026-05-06,6300,CC310,P002,ENT03,REG03,EUR,12217.98,0.8655,GBP,10574.66,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6300,2026-09-24
TXN-0014032,DOC-20260506-032,2026-05-06,6730,CC130,P000,ENT01,REG01,GBP,13488.65,1.0,GBP,13488.65,ERP,Payroll Journal,Synthetic Payroll Journal - GL Account 6730,2026-09-24
TXN-0014033,DOC-20260506-033,2026-05-06,5200,CC410,P002,ENT03,REG03,EUR,9822.25,0.8655,GBP,8501.16,ERP,Accrual Journal,Synthetic Accrual Journal - GL Account 5200,2026-09-24
TXN-0014034,DOC-20260506-034,2026-05-06,4300,CC420,P004,ENT02,REG02,EUR,29502.55,0.8655,GBP,25534.46,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4300,2026-09-24
TXN-0014035,DOC-20260506-035,2026-05-06,4100,CC210,P001,ENT02,REG02,EUR,50215.99,0.8655,GBP,43461.94,ERP,AR Invoice,Synthetic AR Invoice - GL Account 4100,2026-09-24
TXN-0014036,DOC-20260506-036,2026-05-06,6300,CC310,P002,ENT03,REG03,EUR,16645.48,0.8655,GBP,14406.66,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6300,2026-09-24
TXN-0014037,DOC-20260506-037,2026-05-06,6600,CC120,P000,ENT01,REG01,GBP,15038.37,1.0,GBP,15038.37,ERP,Expense Journal,Synthetic Expense Journal - GL Account 6600,2026-09-24
TXN-0014038,DOC-20260506-038,2026-05-06,4120,CC210,P003,ENT01,REG01,GBP,46379.11,1.0,GBP,46379.11,ERP,Revenue Journal,Synthetic Revenue Journal - GL Account 4120,2026-09-24
